state,year,gdp
Rhode Island,1999,32340
Rhode Island,2000,34608.5
Rhode Island,2001,35940.1
Rhode Island,2002,37891.2
Rhode Island,2003,39787.1
Rhode Island,2004,42578.2
Rhode Island,2005,44413.3
Rhode Island,2006,47165.3
Rhode Island,2007,47490.1
Rhode Island,2008,47138.9
Rhode Island,2009,47647.2
Rhode Island,2010,49409.1
Rhode Island,2011,50123.7
Rhode Island,2012,51527.5
Rhode Island,2013,52994.2
Rhode Island,2014,54612.5
Rhode Island,2015,56604
Rhode Island,2016,57714.6
Rhode Island,2017,58771.6
Rhode Island,2018,60064.9
Rhode Island,2019,62814.7
Rhode Island,2020,62124.9
Rhode Island,2021,67228.3
Rhode Island,2022,72869.2
Rhode Island,2023,77573.9
South Carolina,1997,97453.8
South Carolina,1998,103688.6
South Carolina,1999,110312.9
South Carolina,2000,115332.7
South Carolina,2001,119355.2
South Carolina,2002,124765.2
South Carolina,2003,131509.1
South Carolina,2004,136679.9
South Carolina,2005,145195.8
South Carolina,2006,153453.4
South Carolina,2007,162476.3
South Carolina,2008,164471.2
South Carolina,2009,162380.4
South Carolina,2010,166767.4
South Carolina,2011,172844.7
South Carolina,2012,178503.9
South Carolina,2013,186268.3
South Carolina,2014,195744.4
South Carolina,2015,207510
South Carolina,2016,217555.5
South Carolina,2017,224937.6
South Carolina,2018,236561.7
South Carolina,2019,249575.7
South Carolina,2020,249430.2
South Carolina,2021,272384.7
South Carolina,2022,301945.1
South Carolina,2023,327420.1
South Dakota,1997,19062.3
South Dakota,1998,20257.8
South Dakota,1999,21181.8
South Dakota,2000,22866.7
South Dakota,2001,23626.9
South Dakota,2002,26343.5
South Dakota,2003,27305
South Dakota,2004,29380.9
South Dakota,2005,31104.3
South Dakota,2006,32559.3
South Dakota,2007,35282.6
South Dakota,2008,36939.3
South Dakota,2009,36732.1
South Dakota,2010,38208.2
South Dakota,2011,42082.7
South Dakota,2012,44127.3
South Dakota,2013,45498.6
South Dakota,2014,47159.9
South Dakota,2015,48678.9
South Dakota,2016,49842.6
South Dakota,2017,51615.1
South Dakota,2018,53349.5
South Dakota,2019,55175.8
South Dakota,2020,56254.4
South Dakota,2021,62984.8
South Dakota,2022,69069.3
South Dakota,2023,74033.9
Tennessee,1997,154861.9
Tennessee,1998,167783
Tennessee,1999,176467.2
Tennessee,2000,182209.7
Tennessee,2001,185917.2
Tennessee,2002,195386.1
Tennessee,2003,204665.9
Tennessee,2004,219862.4
Tennessee,2005,231339
Tennessee,2006,243104.4
Tennessee,2007,248261.6
Tennessee,2008,255546.7
Tennessee,2009,252940.7
Tennessee,2010,258657.6
Tennessee,2011,270055
Tennessee,2012,285897.5
Tennessee,2013,296756.3
Tennessee,2014,307448.5
Tennessee,2015,326382.5
Tennessee,2016,339350.2
Tennessee,2017,355417.5
Tennessee,2018,369713.2
Tennessee,2019,385833
Tennessee,2020,391563.2
Tennessee,2021,441952.5
Tennessee,2022,488670.1
Tennessee,2023,523031.6
Texas,1997,610659.8
Texas,1998,648243.1
Texas,1999,683347.4
Texas,2000,742161.5
Texas,2001,780206.2
Texas,2002,796357.3
Texas,2003,840860.8
Texas,2004,921230.7
Texas,2005,1003745.9
Texas,2006,1108236.5
Texas,2007,1198565
Texas,2008,1253142
Texas,2009,1179168.1
Texas,2010,1255660.8
Texas,2011,1351776.9
Texas,2012,1429588
Texas,2013,1526781.9
Texas,2014,1592177.6
Texas,2015,1585985.9
Texas,2016,1582981.5
Texas,2017,1667313
Texas,2018,1808026.9
Texas,2019,1864872.3
Texas,2020,1802143.7
Texas,2021,2088972.3
Texas,2022,2436925
Texas,2023,2583866.2
Utah,1997,57812
Utah,1998,62070.1
Utah,1999,65773.4
Utah,2000,70056.3
Utah,2001,73042.5
Utah,2002,76289.4
Utah,2003,79504.7
Utah,2004,86766.7
Utah,2005,95512
Utah,2006,106787.1
Utah,2007,115180.7
Utah,2008,116949.2
Utah,2009,113834.8
Utah,2010,118296.3
Utah,2011,125137.8
Utah,2012,129431.4
Utah,2013,135344.3
Utah,2014,142627.7
Utah,2015,149762.1
Utah,2016,159330.6
Utah,2017,172075
Utah,2018,186805.7
Utah,2019,201312.2
Utah,2020,205647.9
Utah,2021,232561.9
Utah,2022,261080.8
Utah,2023,281329.1
Virginia,1997,215419.2
Virginia,1998,232569.9
Virginia,1999,250171.3
Virginia,2000,268608.7
Virginia,2001,285663.4
Virginia,2002,294929.1
Virginia,2003,311093.1
Virginia,2004,331815.8
Virginia,2005,357427
Virginia,2006,376429.4
Virginia,2007,391595.5
Virginia,2008,402157.8
Virginia,2009,409935.3
Virginia,2010,425490.8
Virginia,2011,433683.7
Virginia,2012,445008.5
Virginia,2013,456911.6
Virginia,2014,465601.7
Virginia,2015,485540.9
Virginia,2016,499032.4
Virginia,2017,515167.2
Virginia,2018,537158.3
Virginia,2019,561701.8
Virginia,2020,565466.8
Virginia,2021,615984.7
Virginia,2022,666681.8
Virginia,2023,719896.9
Vermont,1997,15443.4
Vermont,1998,16197.7
Vermont,1999,17314.8
Vermont,2000,18492.9
Vermont,2001,19467.1
Vermont,2002,20383.5
Vermont,2003,21398.5
Vermont,2004,22986.3
Vermont,2005,23763
Vermont,2006,24507.1
Vermont,2007,25025.2
Vermont,2008,26140.4
Vermont,2009,26220
Vermont,2010,27478.3
Vermont,2011,28558.5
Vermont,2012,29325.6
Vermont,2013,29477.6
Vermont,2014,30359.4
Vermont,2015,31152.4
Vermont,2016,31840.2
Vermont,2017,32589.2
Vermont,2018,33482.6
Vermont,2019,34760.3
Vermont,2020,34414.9
Vermont,2021,37438.8
Vermont,2022,41011.6
Vermont,2023,43533.8
Washington,1997,193769.5
Washington,1998,209222.5
Washington,1999,229678.9
Washington,2000,237594
Washington,2001,237978.2
Washington,2002,245629.8
Washington,2003,254720.2
Washington,2004,267423.9
Washington,2005,293402
Washington,2006,314190.8
Washington,2007,341712.3
Washington,2008,352460.7
Washington,2009,349945.4
Washington,2010,363544.2
Washington,2011,377518.8
Washington,2012,398358.5
Washington,2013,416924.1
Washington,2014,439851.2
Washington,2015,467590.6
Washington,2016,489790.2
Washington,2017,527169.4
Washington,2018,570337.8
Washington,2019,608643.4
Washington,2020,620132.9
Washington,2021,687702.3
Washington,2022,742909.5
Washington,2023,807864.5
Wisconsin,1997,153536.2
Wisconsin,1998,163021.5
Wisconsin,1999,172928.5
Wisconsin,2000,180883.1
Wisconsin,2001,188662.8
Wisconsin,2002,195541.5
Wisconsin,2003,203814
Wisconsin,2004,216370.4
Wisconsin,2005,226937.5
Wisconsin,2006,237571.9
Wisconsin,2007,245837.7
Wisconsin,2008,246493
Wisconsin,2009,246323.8
Wisconsin,2010,256159.5
Wisconsin,2011,265444
Wisconsin,2012,276253.4
Wisconsin,2013,283791.4
Wisconsin,2014,296169.9
Wisconsin,2015,308304.5
Wisconsin,2016,315420
Wisconsin,2017,321886.8
Wisconsin,2018,335144.3
Wisconsin,2019,346906.6
Wisconsin,2020,343272.2
Wisconsin,2021,368880.4
Wisconsin,2022,400621.4
Wisconsin,2023,428447.1
West Virginia,1997,38781.2
West Virginia,1998,40258.9
West Virginia,1999,41942.2
West Virginia,2000,42620.7
West Virginia,2001,44105.1
West Virginia,2002,45627.4
West Virginia,2003,47230.4
West Virginia,2004,49865.9
West Virginia,2005,53814.3
West Virginia,2006,57204.1
West Virginia,2007,59480.4
West Virginia,2008,62978.7
West Virginia,2009,64040.1
West Virginia,2010,66160.4
West Virginia,2011,69367.6
West Virginia,2012,70303.1
West Virginia,2013,71758.6
West Virginia,2014,73042.6
West Virginia,2015,71713.4
West Virginia,2016,71248.9
West Virginia,2017,75172.4
West Virginia,2018,79794.3
West Virginia,2019,80242.4
West Virginia,2020,77430.9
West Virginia,2021,86550.5
West Virginia,2022,98290
West Virginia,2023,102151.8
Wyoming,1997,14673
Wyoming,1998,14833.2
Wyoming,1999,15685.7
Wyoming,2000,17153.7
Wyoming,2001,18741.7
Wyoming,2002,19160.8
Wyoming,2003,21199
Wyoming,2004,23418.1
Wyoming,2005,27530.2
Wyoming,2006,32692.2
Wyoming,2007,36912.8
Wyoming,2008,42694.6
Wyoming,2009,36282.2
Wyoming,2010,37567.5
Wyoming,2011,39615.1
Wyoming,2012,38679.3
Wyoming,2013,39365.6
Wyoming,2014,40573.9
Wyoming,2015,38624.8
Wyoming,2016,36105.9
Wyoming,2017,37620.3
Wyoming,2018,39614.5
Wyoming,2019,40029.5
Wyoming,2020,36709.6
Wyoming,2021,42319.1
Wyoming,2022,49782.6
Wyoming,2023,51990.5
